Label,Tweets
Negative, Þiddet uyguladý ceza olarak yýllýk izne gönderildi Urfa da Suriyeli çobaný Türkçe konuþ yoksa seni öldürürüm diye 
Negative,Yaptýðý pisliði kapatmak için ölmüþ çocuðuna zeka geriliði vardý diyen kadýn senin Allah belaný versin Þizofren pislikler 
Positive,Ýyiki doðmuþ bir covid emekçisi býrakayým þuracýða. Saðlýkla güzel günlere
Negative,Hay sokayým 
Negative,Bozkurta it dedi bir soysuz gavat!
Positive,Tiktok insanlarý salaklaþtýrmadý. Salak insanlarý ortaya çýkardý.
Positive,"Babama covid tanýsý kondu. Birkaç gündür evde karantina da. Kontrole gibince ambulans götürüyor ama kontrolden sonra sizi ambulansla býrakamayýz  dendi. Þimdi biz gelince virüs vardý giderken yok mu?Yada toplu ulaþýmý kullansa hastalar, bunun sorumlusu kim?"
Positive,Bugünümüze ve geleceðimize sahip çýkmaya çalýþýrken ne yazýk ki geçmiþimiz beton yýðýnlarý altýnda kalmýþ
Positive, `` Ahlak ve namus deyince sadece kadýndan konuþan herkes ahlaksýz ve namussuzdur | Frida Kahlo 
Positive,Þimdi gencecik yitip giden evli adamla ne iþi varmýþ diye gidenin arkasýndan laf eden ahlak bekçileri Acaba þu olasýlýk aklýnýza hiç geldi mi Adam Pýnar la tanýþtýðýnda evli olduðunu gizledi Pýnar ilerleyen günlerde evli olduðunu öðrendi Etik olarak iliþkiyi bitirdi 
Negative,aptal orospu çocuklarý nolur benden uzak durun
Positive, Þimdi de anladýk ki oyun sunmak her baba yiðidin harcý deðilmiþ .
Positive,hayvanlarý severiz onda sýkýntý yok lakin bu tag ý açanlarýn derdinin kuþlar olmadýðý kesin
Negative,Seni öldürürüm jojukk 
Positive,"6 Yaz Kýzým ekonomik modelinde, iktidarýn ne kadar büyüme, enflasyon, iþsizlik istediðini söylemesi yeter."""
Negative,Ne yalan söylesem nasýl kývýrsam diye düþünüyordur þimdi Bunlar maalesef arsýz RecepTayyipErdogan _BuyukTurkiye_ 
Positive, Þüpheye düþürmeyen samimiyetin ve sevginin kölesiyim 
Negative,gelde domal bakayým yavrum sikiyormuyum sikemiyormuyumm yýrtayým amýný kökleyerek boþ boþ  konuþuyor
Positive, `` Aptal korumalý bir teknoloji yaratýrsan birileri de daha iyi bir aptal yaratacaktýr `` 
Negative,sikiþ
Positive,çikolata kakaodan yapýlýyor kakao ise aðacýn tohumlarýndan aðaç bir bitki olduðuna göre demek ki çikolata da bir salata
Positive,"Ýstanbul Valisi Yerlikaya: Misafirlerimizin en büyük arzularýnýn, Ayasofya Camisi'nde namaz kýlmak olduðunu biliyoruz. Ayasofya Camimiz sabaha kadar açýk olacak"
Negative,Orospular dedigine göre 1 tane yetmez çiçeðim
Positive,"Yaþam bilimi BÝYOLOJÝ hayatýmýzýn her yerinde. Lütfen Biyoloji Bölümü, Moleküler Biyoloji ve Genetik Bölümü, Biyomuhendislerimize sahip çýkalým. Þunu da unutmayalým ki Bilim BÝYOLOGSUZ OLMAZ"
Positive,teasera bak.. Islandým
Negative, Benimle konuþurken net olmayan insanlarý öldüresim geliyor 
Positive,Az önce bir araba yavru kediyi ezdi Can çekiþerek öldü hayvan Aðlayacaðým þimdi 
Negative,Bu kadýn da tam salak
Positive,Icim titredi gorur gormez 
Negative,Ýki yüzlü þerefsiz
Negative,Sikem bu popilizmi amk ergen kafasý 
Negative,salak mýsýn cemile 
Negative,Adam sakýzý patlatmak için maskeyi çýkardý geri taktý aq
Positive, Allah ým sana þükürler olsun Elhamdülillah Ayasofya artýk cami Ayasofya 
Positive, Kürt ve Türk kardeþtir 
Positive,Düðün ve diðer kutlamalarda havai fiþek yasaðý gelmesini destekler misiniz?
Positive,kýskanan erkek çok güzelsin yaa
Negative,Yeterki sen iste sabaha kadar yalarým seni 
Negative,biz de onu diyoruz maçý tatil ettiyse neden oynayýyor diye ama öküz yüne öküz hoþ laf yine eþþek
Negative,Paylaþtigim götlek cemali destekliyo ama sizin tayfadan 
Negative,Senden bý s im olmaz Müslümanlar olarak kurbanda derileri Kýzýlay a kemiklerini sana baðýþlayacaz Beyni ana rahminde tecavüze uðramýþ kaný bozuk soysuz köpek 
Positive,þu samimiyete bakýn
Negative,Ýnþallah en kýsa zamanda geberir ve inþallah en kýsa zamanda sende geberirsin satýlýk pisi pisi 
Positive,Ýyi de burada neyi niye tartýþýyoruz Adam evli yani yasak iliþki yaþýyor Kadýn bunu bilmeden birlikte oluyor ayrýlmak istiyor öldürülüyor adamýn dediðine göre de kadýn ayrýlmak istemiyor karýsýna söylemekle tehdit ettiði için öldürüyor Kiþilerin ahlaksýzlýðý kendi sorumluluðunda
Positive, Çay bekleyen oturuþu 
Positive,diðer ailelerin hata olarak görüp sinirlendiði bir durumda dahi babasýnýn osmanla gurur duyduðunu gösterme isteði
Negative,Hasssiktir oradan Ben kürdüm ama senin gibi hain deðilim En büyük zulmü senin gibi PKK ve destekçileri yaptý bu millete gavat 
Positive,hayýrlý cumalar türkiyem
Negative,Seni sevmeyenin anasýný sikiyim
Negative,olm zayn iyice týrrek oldu
Positive,Zaten alamadýðý için burda sadece oyun almak yetmiyor karakter önemli diyor eminim kendi kazansa bunu savunmaz karakterdende kastý oy ben oyla kalýyorum oh mis diyor adaya tatile gelmiþ gibi 
Positive,Demek karýlarla dans edersin haaa
Negative,Dayýcým bunlarda sike sürülecek akýl yok bu amýna kodumun IQ orospu çocuklarý iþlerine gelmeyen ne okurlar ne görürler duyarlarsa karþý tarafý troll þizofren vs Belliyorlar bu geçmiþini siktiklerime ne anlatsan boþ 
Positive,hahsjsjajsjaha en basta kim bu adam diye sorup sonra ben anladim salak miyim dayin anlamamis demesi 
Negative,git sen kumda oyna bebe
Positive,"Tuncelinin Çemiþgezek Ýlçesi'nde yaþayan ve ailesine destek olmak için bir taraftan koyunlarýný otlatýrken; diðer yandan ders çalýþan TEOG birincisi Mahir Gündoðdu, Robert Kolejine girdi."
Negative, Ýtiraf et Türk deðilim de Müslüman da deðilim de Sizden deðilim de Ayaklý diþi Ýblis im de 
Positive,Mini etek mi giymiþti? Gece geç saatte sokakta mýydý? Cilveli miydi? Hayýr diyordu ama naz mý yapýyordu? Tecavüz için yüzlerce bahaneniz vardý. Þimdi bahaneniz neydi? 
Positive,iþte senin için bir þarký yapma nolursun akustikhane  dolu kadehi ters tut
Negative, Büþra haným Mutlu son Aksaray ortaköy eskil escort 
Negative,duygusuz köpek seni
Positive,uykuyu sevmeseydim baþarýlý biri olabilirdim
Negative,Yav beyin hücrene sokam MDNDKSKSKS 
Negative,"Açýlan taga bakýnca,Necip Türk milletinin ne çok ibne sever olduðunu öðrenmiþ bulunmaktayým."
Negative,Yataðýna uzanmýþ porno izleyen amýný okþayan bir bayan arkadaþ var mý mesaj atýn dm Azgýn Sex Sikiþ Sanal Sanalsex Dul Olgun Evliçift Gizli Am Sik Meme Sohbet Azdým Seviþme Muhabbet Sanalseks Liseli Ýfþa Türkifsa Teldesex Porno Orgazm Sakso Anal Oralsex Boþalma Squirt Skype 
Negative,benim bi mentim 500 fav mý ne almýstý hicbi oc takip etmemisti serefsizler
Positive,regl olmak aðrýyý saymazsak beni mutlu ediyo çünkü eve bir sürü çikolata dondurma alýyolar
Positive, Flört mlört kafa kaldýrmýyor artýk en güzel arayýþ saf ve þüphe getirmeyen sevgidir 
Negative, Çiçek gibi insanlarýn kalbini kýrdýnýz umutlarýný yok ettiniz bahçeleriniz bahar görmesin 
Positive,yaþayan efsanelerde bugün  cerrahpaþaduruþu
Positive,Gönül yalnýz gönül vermekle alýnýr gönüller istiyorsan önce gönlünü vereceksin 
Positive, Darbeler karþýsýnda sertliðini koruyan yumuþak dokunuþlar karþýsýnda esneyebilme özelliðine sahip akýþkan 
Negative,bölümü tanýmlamaya tek bir sözcük yetiyor abi çoðu embesil
Positive, ÝHA ve SÝHA ile Hava Yer operasyonlarý veya Keþif Gözetleme yaparsýnýz hava üstünlüðü saðlayamazsýnýz SÝHA lar ile bahse 
Negative,BÝ BOKUMA YARAMAYAN GEREKSÝZ VARLIKLAR.
Positive,git gide daha da geliþiyor ülkemiz
Positive, seninle o kadar çok gurur duyuyorum ki 
Positive,acun çocuklarýnýngönüllülerin istatistiði düzelsin diye su oyunlarý yapýyor ama o istatistikler zor düzelir bari böyle ya
Negative,Ýyi aksamlar bdsm sahibe mistress kole slave fetiþ
Positive,Bir þarkýnýn sözleri bu kadarmi güzel olur ?
Positive,"Varlýklý bir ailede doðup, sitede yetiþmiþ olan çocuklar dýþýndaki hiçbir Türk çocuðu bunlara sahip olamadý ve bilmiyor zaten"
Negative, Ve o kadýn sana bakmaz Ýç sesimin tavsiyesini dinle derim saygýdeðer karþý bank Altýn kolyeli bir pezevenk gerek sana Bakm 
Positive, YÖRSAN da iflas etti Ekonomideki sýçrama devam ediyor Eðlenmeye devam uçuyoruz 
Negative,Böyle biþey yememiþtir bu býzdýk sayemde yedi
Positive,Benim sanýrým pikniðe ihtiyacým var piknikler güzeldýr 
Negative,carrie senden iðreniyorummmm aidan gibi birini bigle aldatýyo bu kadar aptal olunamaz ya 
Negative,senin ben ananý sikim
Positive,Aþk da zaaflarýn en kötüsü kendine saygýný yitiriyorsun
Negative,gerizekali amciklar sizce kralicemizin cembari bilmeme ihtimali var mi
Negative,ay kafayý yiyeceðim kafayý kedileri camdan düþmüþ baðrýnýyoruz kaç dakikadýr kýçlarýnda deðil 
Negative,bunu asýn gitsin
Positive,Cevabýný veremedin mi? Ne kadar eksik hissettin
Positive,Gurur duyduk
Negative,salak kezban ya hak etti her þeyi 
Negative,lan bu evinin yolunu buluyorsa baþarýdýr
Positive,La havle bela kuvvete illa billa aliyülllll âzimmm 
Negative,Kediyi öldüren dindar kadýn cehenneme köpeði kurtaran fahiþe kadýn cennete gönderildi Hz Muhammed sas 
Negative,umarým acý içinde can verirsin
Negative, HDP Grup Baþkanvekili kancýk Meral Danýþ Beþtaþ TBMM Ana Bina daki basýn kapýsý önünde bulunan merdivenlerden düþerek Kolunu kýrmýþ
Negative,Sonra gitti ortamlarda ben erkeðim diye anlattý Bacýsýný siktiren gavat pezevenk 
Negative,Aynen boþver Aslýnda ona da acýmak lazým salak olmak zor olsa gerek 
Positive,þimdi telefon açsam sana sesini duymakta yetmiyor ki
Negative,Öyle bi insan varsa ölsün gitsin 
Positive,GOOGLE F FAÝL YAZIP ARATSALAR BELKÝ UTANIRLAR 
Positive,"ben netflix izlerken biseksüel oluyordum saðolsun rtük yasaklýyor birazda tvde yayýnlanan dizileri izleyeyimde liseyi bitirip birine kaçarým beni dövünce sevdiði yemekleri yaparým belki elimi yakan bi akrabam olur, en sonunda da geberirim iþte güzel hayat dimi"
Negative,twitter bile 280 karakter oldu bazýlarý hala karaktersiz amk
Negative,kýzlýk zarý patlamýþ bunun ar damarý da çatlamýþ
Negative,katil kimsesiz gariban bir canýn caný alan zalim
Positive,Saatli bomba gibi geziyorsun yine
Positive,odamýn bi yerine daralýnca yerim diye çikolata saklamýþtým þuan nerde olduðunu  hatýrlamýyorum
Negative,ne kadar edep dýþý hareketler yazik bu cocugun ana babasýna
Positive,kýlýçdaroðlu bizi avrupa ya amerikaya þikayet ediyormusirak ve suriyeyide birzmnlar þikayet etti
Negative,bu danla bilic denilen þahýs dedikleri kadar gýcýkmýþ ya komik deðil sempatik deðil sadece itici beyazshow
Negative,layý hýrsýz kulampara alavereci dalavereci
Negative, akhisar fener ztk final maçý özetini izledim hasan ali kafana sokam beyinsiz mal 
Positive,sen hep süpersin kuzum ama senin ali bir türlü cevap vermiyorki dm lere goruselim
Negative,al bir manyak daha bunlar foseptikten çýkýyor anlaþýlan kafaya bak kafaya
Negative,BU OÇ NE ANLATYO LA
Negative,senin en kurnaz halin benim yanýmda andaval
Positive,yaa yerimki cikolata gondercem ben minnosuma
Positive,çok güzel bir müzik keþfettim an itbariyle vazgeçebileceðim þeylerin sayýsý bir tane daha arttý
Positive,hilmi cem ve efsane atlayýþlarý
Negative,Ýslam insan olduðun için sana saygý gösterir göt veren olduðun için deðil 
Negative,hayýrdýr aga canýný sýkanýn anasýný sikeriz
Positive,öðretim görevlilerinden öðrencilerine  personelinden hastasýna cerrahpaþaduruþu budur
Positive,Ozur dilerim buna maruz kaldiginiz icin ama ulkemizde izlenecek cok konu var zaten bizi izlemeyin
Negative,Telefonda yunan üstatlarýna hesap veriyordur aðlýyordur 
Positive,Ah Beþiktaþ ah..
Positive,Gördünüz mü Seyday delal bir harf nerdeyse kâfir ile Müslüman savaþýna sebeb olacaktý 
Positive,kýþýn mezarlýkta ayrý bir sýkýntý resmen çamur oldu kabir allah herkese hayýrlý ölüm nasip etsin
Negative,Sikeyim zenginlik hýrsýnýzý 
Negative,akþam miami uçaðým var daha bavulu hazýrlamadým aq kafama sokam 
Negative,Büyük yarak istiyorsan zaten insanlýktan çýkmýþsýn git eþeðin yaraðini soktur boðazýndan çýksýn yarak 
Negative,aþaðýlýk pislikler
Positive,Çocuðun tisortune kaþýna takilmissiniz size göre fakir gebersin ölsün yaþamasýn ama bitti 
Positive,"Ben çok yoruldum, tükendim, bittik ya bittik konuþmaktan usandýk! Hadi þimdi köpek için deyin yanlýþ tercihler yaptý diye, konuþun hadi þimdi. Ona bile yüzünüz kýzarmaz! Acilen tutuklanmalý! HEMEN! DERHAL!"
Negative,bu ne sicak pezevenk cigerim borttu 
Positive,Aaaaa en sevdiðimiz ama agsgaga 
Negative,bak allasen hitlere benzemeye çalýþmýþ pust
Negative, Hiçbir tesadüf senin kadar iðrenç deðildi 
Positive,Hangi araþtýrmaya göre? Epifiz çok önemli? Ama daha gerçeklere dayalý bir açýklama olmalý! Biri þöyle demiþ vs ile olmaz olmamalý
Negative,bazý kýzlarýn yüzsüzlüðü beni çirkef olmaya itiyor
Positive,Biriniz bari tipsiz olsaydýnýz Ýkinizde bu kadar karizmatik olamazsýnýz 
Positive, Kimseyle ilgilenmiyor kimseyi merak etmiyorum Hayatýmda eriþtiðim en güzel kafadayým sýfýr stres 
Positive,Tam bir yengeç burcu tammm 
Positive,dur þu kýzý þoka sokim 
Negative,Sizin kalýbýnýzý sikiyim ben.
Negative,"Ýntikam bekliyoruz reis, kýr üstüne parçala oç'nun arabasýný"
Positive,"Köpek otopsiye alýndý. Anal bölgede parçalanma, kaburgalarda kýrýk, akciðerlerinde ve boðazýnda tahribat var. 3 aylýk bir cocker yavrusu. Koltukta týrnak izleri kalmýþ, her yer çiþ ve kaka. "
Negative,yine taþak konusu oldun
Positive,merhaba arkadaþlarým
Positive,Sýkdý bunlar arkadaþ ya Futboldan anlayan insanlarý getirin artýk yönetim ekiplerine 
Negative,ananýzýn amýna bu kadar reklam koysam o anneciðinizin hoþuna gider mi yeter allahsýz orospu çocuklarý yeter
Negative,bunlarýn allahý varmý orospu savurduklrý kahpe godoþ anasýnýn amýný sikerim kahpe döllüler
Negative,Ayný tepkiyi çocuk tecavüzcülerine ve çocuklarýný küçük yaþta gelin yapanlara göstermiyorsunuz Gerçi çocuk tecavüzü ve çocuk gelinler sizin için normal eþcinsel evlilik ters deðil mi Zihniyetiniz diyorum Sokayým Ýnsanlarýn hayatlarýna karýþmamayý öðreneceksiniz 
Positive, Ortodoks dünyasý Danýþtay kararýna tepkili
Positive,ben  depresyona girmek istiyorum
Positive,bir dönem çok moda olan mezdeke isimli müzik grubunun en bilindik þarkýlarý mýsýrlý þarkýcý hanan atiaya aittir
Positive,"Makalenizde giriþ bölümü yazarken zorlanýyor musunuz? Sizinle bugün paylaþtýðýmýz bu makalede, giriþ bölümü yazarken faydalanabileceðiniz farklý yazým stilleri ele alýnýyor. Makaleyi okumak için"
Negative, Kudur yunan Kudur papa Kudurun icimizde ki Bizanslýlar 
Negative,bunlar vakit çalar sadece deðersiz embesil
Negative,gamsýz veled bir baltaya sap olamadý
Negative,Beðenen kimmiþ diye baktým asla þaþýrtmýyorsun pezevenk karý 
Positive,Güneþ batana kadardýr efendiliðimiz .
Negative,kirayý fahiþe karýndan çatýr çatýr alýyo
Positive,"Atam Hayatta en hakiki mürþit ilimdir, fendir. Ýlim ve fenin dýþýnda mürþit aramak gaflettir, dalalettir. deyince ben de fizikçi oldum."
Positive, Tarih yalnýz adamlarýn kanatlarýnda yükselir Yalnýz adamlar ateþten gömlek giyer ve tarihin akýþýný deðiþtirirler 
Positive,hiçbir iþim kolay olmadý hep zorlu oldu hep emek uðraþ ve üzerine çok hesap yapmamý gerektirdi
Negative,Elimde olsa boðarak öldürürüm seni tek bir göz yaþý dökmeden 
Negative,Ne sokmuþum be acýdan yerinde kývranýyorsun Ettiðin küfürler konuþacak beynin olmadýðýnýn da bi ispatý Hepsini sana iade ediyorum Mal nisanda bu deðer biçilmiþ Bu güncel deðeri deðil Belhanda var iþte orda Kendi kendine laf sokmaya devam ediyorsun soytari gibisin 
Negative,baloda sevdiðim çocukla dans etmeme izin vermediðin için teþekkürler yelloz
Negative, mehtapBozaslan Çaðrý karýþma lan kýza seni öldürürüm 
Negative,Allah belasýný versin ayný acýyý yaþar inþ Allah böylelerinin kafasýna sýkacaksýn çünkü insan deðil nasýlsa
Positive,Sýk git artýk düþlerimden bulanýklýk 
Negative,yaþlý insanlarýn þehiriçi otobüslerinden tam inecekleri an andaval þoförün dikkat
Positive,Bunun 34? olmasýna toplum olarak neden ayaklanmýyoruz sadece soruyorum
Negative,Örnek olmasý gereken adamýn yaptýðýna bak Çok bilmiþ biriside yazmýþ ki polis sebebini bildirmek zorunda Ulan gerzek amaçsýz polis senden niye kimlik istesin 
Positive,"Özkan Uður, kanseri ikinci kez yendiðini duyurdu"
Negative,sizler gerçekten orobu çocuðusunuz. savunmaya bak
Positive,çok tatlýsýn da bu millet seni anlayacak kapasitede deðil
Negative,bunlar gerçekten ezik kaybetmenin de bi adabý vardýr çirkefleþmiceksin iftira atmicaksýn kaliteni koricaksýn bunlarda o kalite ne gezer hazýmsýzlýk yaptý sadece gülüyorum artýk bu arada destekleriniz için çok teþekkürler aþkým 
Negative,Sen olarak dünyaya gelmediðimiz için þükrettik bugün
Negative,Rahatlýðýna sokam ya 
Positive,Birleþik Krallýk ta kiþi daha yaþamýný yitirdi 
Negative,vay be kardeþim 1 hafta namaz kýlma sadece cumaya git cennetliksin tebrikler orospu çocuðu baya akýllý çýktýn
Negative,bacak kadar boyun var türlü türlü huyun var seni gidi dili fitne fücur birazda bücür
Positive, O dediðin sizin mahallede oluyor televole Neþe Fahrettin ve Fatmanur Altun yýldýr evli Adam yaþýnda ulan evlendik 
Positive,Lgs birincisine hedefi soruldu ve çocuk teknik direktör olmak istediðini söyleyince sunucu güldü. Üstelik bu bir eðitim programýydý. Çocuk þaþýrdý týp veya hukuk okumak zorunda olmadýðýný açýkladý. Çocuklarýn hedeflerine saygý duyalým ki geleceðin mutlu yetiþkinleri olsunlar
Positive,sen mükemmel bir program detayýsýn yaa
Positive,"Ýçine çekildiðim dünya, dýþýmda býraktýðým dünyadan öyle güzel, öyle gerçek ki."
Positive,Yakýn arkadaþla ayný espriye 5 ay gülebilmek... vallahi aþýðým bu olaya
Negative,Siktir kahpe
Positive,eski mahallemde silahlý saldýrý olmuþ adam öldürmüþler vay amk
Positive,ayaklanmamiz gereken bir ton olay var.. sen gelmis magnum neden 34tl.. ne diyebilirim ki
Positive,hayýrlý akþamlar
Positive,Seçim tarihini de açýklayýn bari milleti aptal yerine koymayýn bukadar 
Negative,itlik yapma lan yol al hadi
Negative,Bana þeref dersi mý vereceksin cümleni adam gibi kur sokturma çarkýna 
Negative,Bu ülke de niye hep Namussuzlar sahtekarlar Dolandýrýcýlar Hýrsýzlar her zaman haklýymýþlar gibi üste çýkmaya çalýþýyorlar 
Positive,Kendisine eþantiyon buddy arýyordu zaten
Positive,"Imandir, korkunc sabirli."
Positive, Melek ablayý hepimiz az çok tanýyoruz Cesur duruþu ile tanýdýk Bir kaç gün önce çýktýðý Tv programýndan sonra aktrolleri 
Positive,"""Diyarbakýr'da kahvehaneye ateþ açýldý: Bir çocuk öldü, 3 yaralý"
Negative,herkes arkamdan konuþuyor egosu var bir de pardon ama sen kimsin ya ezik
Negative, Bu þeytan nasýl serbest býrakýlýr yaa 
Negative,belhanda'nýn pas istediði pozisyona bak aq siktir git þu takýmdan sikik
Negative,günaydýn prensesler
Positive,Devletlerin egemenlik haklarý siber dünyada da geçerlidir
Negative,biri iki yüzlüydü diðeri yüzsüz gül gibi geçinip gittiler orosbu çocuklarý 
Negative,Böyle dünyanýn aq koyam derim ben cringe ne bilmiyom valla 
Negative,En umutlu anlarýnda bile kederle karþýlaþ
Positive,sabaha kadar kuzenimin aþifte kedisinden týrmýk yemekten uyuyamadým ders bitse de ayaklarýmý uzatýp moda da bi kahve içerken uyuyakalsam
Positive,"Etik olmayan davranýþlarý ünlü bir diyetisyen yaptýðýnda daha çok tepki verilmesi, dýþlanmasý gerekirken kongrelere, sempozyumlara resmen onur konuðu olarak davet edilip bütün salonca alkýþlanýyor. Fotoðraf çekme kuyruðu oluþturuluyor."
Positive, Cinsel iliþki olmadan da iliþki yürür mesafeler olsa da iliþki yürür yeter ki sevebilecek yürek saygý duyabilecek bey 
Positive,Deðerli hocamýz in yeni kitabý çýkmýþ Çaðýmýzý daha iyi anlamak için alýn okuyun Kendisi yazým sürecinde sýk sýk arayarak fikrime de baþvurdu saðolsun 
Positive,Ordan cennet için bir puan lütfen bana 
Negative,Katil
Negative,Yine ýnsanlarýn dini duygularýndan vuruyorsunuz yazýklar olsun
Positive,"Hakkari Çukurcada teröristlerce düzenlenen saldýrýda þehit olan askerlerimize Allahtan rahmet, ailelerine ve milletimize baþsaðlýðý diliyorum."
Positive, Savunma Sanayii Baþkaný Demir Türkiye nin F programýndan çýkarýlmasýnýn programa milyon dolar maliyetin yanýnda uçak 
Negative,Ay o yeni kapaklar pipet kullanmayin diye ya gitmisler icine pipet sokusturmuslar... Varosa dert anlatmak cok zor gercekten
Negative,hayatýma bu kadar salak insaný almayý nasýl baþardým anlamýyorum
Positive,antalyada eticaret konferansi vesilesiyle bir yorum elektronik ticaret konusunda turkiyede piyasa cok daha buyuyor
Positive, Altýnda Türkiye Cumhuriyeti nin kurucusu Mustafa Kemal Atatürk ün imzasýnýn olduðu karar için ihanet diyor
Positive,"Piyasa çok canlý, herkes herkesi satýyor."
Negative,Pisliðinde boðul karaktersiz al mahkemeye ver bu primciyi 
Positive, RÝXOS OTELDE YAÞINDA ÖLDÜRÜLEN OÐLUMUN ÞÜPHELÝLERÝNÝ CÝNAYET MASASI YERÝNE BEN TESPÝT ETTÝM VE DOSYAYA GÝRDÝLER
Positive,Bakanlar görevi devraldý !
Positive,Bi iki saniye sonra falan niye yazdým ben bunu diyorum 
Negative,Tipini siktiðimin orýspýsý 
Positive,bir kere kuzenimin düðününde alçak bir kuaförün eline düþmüþtüm bana makyaj yaptý sonra düðün yerine gittik dedemin elin
Positive,bende az sövmedim ama herkesi gömdü helal olsun 
Positive,F grafikerleri izinli herhalde Bizi partnerlikten çýkardýk deyip hala iç sayfalarda görünüyoruz
Positive,Kilo almaya çalýþtýkça kilo verme sorunsalýýýý
Positive,Tarih nasýl yok edilir adlý çalýþma
Negative,günaydýn diyin lan köleler ezik itler
Negative,kýz yelloz cenazen olsa kafama sim döküp gelirim sana olan nefretimi tartýþmayalým istersen
Positive,doðum günün kutlu olsun caným biraz geç oldu ama özür dilerim beni affet seni çok ama çok seviyorum iyiki senin gibi minnoþ
Negative, ekkutbay onu çalamayan da ölsün yaniii 
Positive,Din kültürü ve ahlak bilgisi!!
Positive,Bana diyorlarr neden denizi cok seviyorsun ben de diyorum belli olmaz yüzerken goz yaslari 
Positive,iki senedir karadenizde okuma isteðimi arttýrma sebebimsin hadi hayýrlýsý
Positive,öyleya böyle insanlar dikkate bile alýnmamasý gerekiyor zaten bli yani dinli bir adam olmadýðý
Positive,Tamam dolar lira Euro lira ama daðda tane pkklý kaldý sýk diþini biraz Militarist hesabýmdan 
Positive,"Beyindeki Bir Gen, Ýnsaný Ýnsan Yapan Þeyler Listesinin Baþýnda Bulunuyor"
Positive,Ýdealleþtirme üzerine kurulan iliþkilerde tam doyum bulamamak ve hüsrana uðramak Ýdealleþtirmeye dayanan iliþki çökmeye yatkýndýr sevilen nesnenin yerine sýk sýk bir baþkasýný geçirme zorunluluðu doðar çünkü hiçbiri beklentileri tam karþýlayamýyordur Haset ve Þükran 
Positive,temmuz ayýnda tadý güzel ilkbahar sonuna doðru tatsýz oluyor
Positive, On beþ yýl kadar önce üniversitede Erasmus ile Ýran dan gelen bir arkadaþým ve babasý bir yerde oturup sohbet etti 
Positive,"Bu, bir cinsel istismar dosyasýnýn etkili soruþturulmasý talebi ile failin tutuklanmasýna yönelik bir çaðrýdýr"
Negative,katýlmayan ölsün
Positive,Müebbet hapis cezasý alan ilk ve tek köpek PEP Pensilvanya valisinin kedisini öldürdüðü için yýlýnda müebbet hapis cezasý almýþtýr 
Positive, Demin Biri Gözleri Benim Gibi Olmayanda Bi Zahmet Ölsün Diye Twit Atmýþtý Eqrem Basqana Laf Yetiþtiricem Diye Cevap Veremed 
Negative,bunlar milleti kendi seçmenleri gibi ahmak mý zannediyor
Negative,Bu amk cocugu neden boyle salak terimler kullaniyo
Positive,Hiç kývýrýp bükmeye gerek yok bir komþusunun iyi insan olduðunu söylediði için suçluyu övmekten tutuklandý Açýkça soruyorum Cemaatten diye bildiðimiz komþumuz akrabamýz arkadaþýmýz ve çocuklarý ölsün mü Gaz döküp yakalým mi 
Positive,Ardahanin iyi yüzdesi barýþýn en kötü yüzdesi olarak eþit 
Positive,asýk olmaktan yorulucaksýn 
Negative,bu ne boyle solcu soylemler emperyalist kusatma falan perincek itinden mi ogreniyorsun bu jargonlari yavsak metin
Positive, Yanýmýzda olmayanýn yanýnda da olmayýz 
Positive,kýz danlaa acilen beyaz showa çýkan kýz makyajý bekliyoruz
Negative, Katliamdan kaçan Suriye liler gitsin Suriye de ölsün diyenler katildir Suriyeleri istemeyen ýrkçýdýr Peygamberimiz s 
Negative, aptal orospu çocuklarý fotoðrafýmý kullanarak kurgu yapmýþlar aptal orospu çocuklarý 
Negative,kitlesi koyun olan kitle yer ama olmayan  adamý göt eder sayýn aþifte
Negative,Çomar orospu evlatlarý yine kudurmuþ
Negative,Bunlara her yol mübah çünkü özleri bu baþkasýna bok atarak yaþýyorlar
Positive,Sizler unuta bilirsiniz ben unutmam.
Negative,Caný sað olaun da ölsün 
Positive,Hocam arþivde bir video daha buldum. Tanýdýk geldi mi
Negative,gel senin götüne bir laylon sokim ben 
Negative,siz sadece oksijen israfýsýnýz
Negative,Ýfsalanmýssýn da hic sexy degilsin tatlým kus öldü can cekiserek 
Positive,bilgisayar muhendisiyim ben takýldýðýnda bende yardýmcý olabilirim bazý konularda istersen
Negative,Lab gavat gordun asena sana etek giydirip taksimde dolasdirir 
Negative,neyi nasýl savunacaklarýný þaþýrdýlar embesil herif senin rýzkýný çalýyor 
Negative,Kendi saçma salak fikrine bu bir gözlem deðil bir bilgi diye de yama yapýnca kimse size inanacak deðil Böyle cinsiyetçi fikirlerinizi kendinize saklayýn Kadýnýn yeri deðeri ayrý erkeðin yeri deðeri ayrýdýr 
Positive,"Allah için biri bana iþ bulmam konusunda yardýmcý olsun. Yüzde kýrk engeliyim 5 kiþilik bir aileyiz. Faturalar birikti. Yemin ediyorum ki Þu an cebimde bir lira dahi yok . Allah için iþ istiyorum, çalýþmak istiyorum."
Negative,elit insanlar genelde dalyarak olur çünkü
Negative,bana övgüler yaðdýrýn þiirler yazýn egomu tatmin edin ezik olun ve bana kusursuz itaat edin
Negative,saçýný baþýný yolalým ayyaþ deli karýnýn
